==24218== NVPROF is profiling process 24218, command: python TorchDCNN.py mnist 1 1 10 32 2
==24218== Warning: Unified Memory Profiling is not supported on the underlying platform. System requirements for unified memory can be found at: http://docs.nvidia.com/cuda/cuda-c-programming-guide/index.html#um-requirements
==24218== Profiling application: python TorchDCNN.py mnist 1 1 10 32 2
==24218== Profiling result:
"Start","Duration","Grid X","Grid Y","Grid Z","Block X","Block Y","Block Z","Registers Per Thread","Static SMem","Dynamic SMem","Size","Throughput","SrcMemType","DstMemType","Device","Context","Stream","Name","Correlation_ID"
s,us,,,,,,,,KB,B,KB,MB/s,,,,,,,
8.392281,5.417000,,,,,,,,,,5.000000,901.386837,"Pageable","Device","NVIDIA Tegra X1 (0)","1","7","[CUDA memcpy HtoD]",135
8.392716,1.302000,,,,,,,,,,0.125000,93.756000,"Pageable","Device","NVIDIA Tegra X1 (0)","1","7","[CUDA memcpy HtoD]",145
8.398257,49.897000,5,1,1,256,1,1,50,0.000000,0,,,,,"NVIDIA Tegra X1 (0)","1","7","_ZN83_GLOBAL__N__59_tmpxft_00000286_00000000_8_Distributions_compute_72_cpp1_ii_c3aa7ee643distribution_elementwise_grid_stride_kernelIfLi4EZZZN2at6native18normal_kernel_cudaERNS1_14TensorIteratorEddPNS1_9GeneratorEENKUlvE_clEvENKUlvE0_clEvEUlP24curandStatePhilox4_32_10E0_ZNS_27distribution_nullary_kernelIffLi4ESB_ZZZNS2_18normal_kernel_cudaES4_ddS6_ENKS7_clEvENKS8_clEvEUlfE_EEvS4_PNS1_13CUDAGeneratorERKT2_T3_EUlifE_EEviSt4pairImmET1_SG_",153
8.401531,1.198000,,,,,,,,,,0.039062,31.842214,"Pageable","Device","NVIDIA Tegra X1 (0)","1","7","[CUDA memcpy HtoD]",163
13.806611,5.417000,,,,,,,,,,0.125000,22.534671,"Device",,"NVIDIA Tegra X1 (0)","1","22","[CUDA memset]",313
13.806677,2.344000,,,,,,,,,,0.125000,52.077778,"Device",,"NVIDIA Tegra X1 (0)","1","23","[CUDA memset]",315
13.806740,2.344000,,,,,,,,,,0.125000,52.077778,"Device",,"NVIDIA Tegra X1 (0)","1","24","[CUDA memset]",317
13.806800,2.239000,,,,,,,,,,0.125000,54.520014,"Device",,"NVIDIA Tegra X1 (0)","1","25","[CUDA memset]",319
13.807955,3.438000,,,,,,,,,,0.109375,31.067924,"Pageable","Device","NVIDIA Tegra X1 (0)","1","7","[CUDA memcpy HtoD]",348
13.810211,7.656000,1,1,1,256,1,1,8,0.000000,0,,,,,"NVIDIA Tegra X1 (0)","1","7","void scalePackedTensor_kernel<float, float>(cudnnTensor4dStruct, float*, float)",370
13.810419,105.159000,2,1,1,8,8,1,78,3.250000,0,,,,,"NVIDIA Tegra X1 (0)","1","7","void cudnn::detail::dgrad_engine<float, int=512, int=6, int=5, int=3, int=3, int=3, bool=1>(int, int, int, float const *, int, float const , int, cudnn::detail::dgrad_engine<float, int=512, int=6, int=5, int=3, int=3, int=3, bool=1>*, kernel_grad_params, int, int, float, int, int, int)",374
13.810644,41.980000,32,1,1,128,1,1,20,0.000000,0,,,,,"NVIDIA Tegra X1 (0)","1","7","void add_tensor_kernel_v3<int=2, float, float, int=128, int=1, int=1, int=4, int=2>(cudnnTensorStruct, float*, cudnnTensorStruct, float const *, float, float, int, int, int)",379
13.810968,5.573000,,,,,,,,,,0.500000,87.615512,"Device","Pageable","NVIDIA Tegra X1 (0)","1","7","[CUDA memcpy DtoH]",387
